ATTRIBUTE_plant_part	ATTRIBUTE_species	G1	G2	G3	G4	G5	G6	GNPSGROUP:Anacardium occidentale	GNPSGROUP:Haemotostaphis barteri	GNPSGROUP:Lannea barteri	GNPSGROUP:Mangifera indica	GNPSGROUP:Pseudospondias microcarpa	GNPSGROUP:Sclerocarya birrea	GNPSGROUP:Spondias dulcis	GNPSGROUP:fruits	GNPSGROUP:leaves	GNPSGROUP:na	GNPSGROUP:root bark	GNPSGROUP:stem bark	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
na,stem bark	Pseudospondias microcarpa,na	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30971.51585070419	0.0	0.0	0.0	0.0	123269.72579915945	0.0	17698.009057545252	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1249.0","main.cluster index_upperinput":"1249.0"}	This Node is a Singleton	N/A	N/A	N/A	5.0409	5.0409	0	N/A	N/A	740234.692398614	3	1249	-1	3	636.3009	1	636.3009	740234.692398614
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Spondias dulcis,Mangifera indica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	933.4543146034495	0.0	7220.6774674237895	843681.5448977631	0.0	1276.5557641645175	1737.9552908642663	6660.19620706125	269436.5441461758	4509.415231179563	474727.572410154	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1250.0","main.cluster index_upperinput":"1250.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=27&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	5.4168	5.4168	0	N/A	N/A	4750200.962960507	10	1250	27	10	362.2900	1	362.2900	4750200.962960507
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	13884.90890397236	297165.0063073419	18135.238573568942	289203.9549606661	1342704.6407951498	6253.399660119819	8177.646370710051	303626.7027741772	176136.91977361313	234637.91853957996	229741.92901050177	589214.3404638221	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1251.0","main.cluster index_upperinput":"1251.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=162&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	4.3022	4.3022	0	N/A	N/A	8442468.620207636	26	1251	162	26	308.2220	1	308.2220	8442468.620207636
leaves,na,stem bark,root bark	na,Mangifera indica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	673379.077101406	0.0	0.0	0.0	0.0	127006.48827123742	16752.90988454883	26658.889761705075	134925.6550105172	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1252.0","main.cluster index_upperinput":"1252.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=51&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	2.8786	2.8786	0	N/A	N/A	2103901.780726962	5	1252	51	5	575.1407	1	575.1407	2103901.780726962
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	591750.2855079087	67116.65266232764	116585.0882705334	195318.80030490307	165917.4091545855	34660.54663850643	102330.35332853558	490721.90671468474	35785.86229123688	180728.9851212494	399789.0489575807	63886.933042868404	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1253.0","main.cluster index_upperinput":"1253.0"}	This Node is a Singleton	"InChI=1S/C21H40O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h9-10,20,22-23H,2-8,11-19H2,1H3/b10-9-"	Monoolein CollisionEnergy:205060	0.8504120000000001	9.6587	9.6587	0	CCCCCCCCC=CCCCCCCCC(=O)OCC(O)CO	CCMSLIB00010124857	4890599.742362734	26	1253	-1	26	357.2999	1	357.2999	4890599.742362734
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	32123.639162029285	31528.97164552274	32415.33037844299	596868.166121462	56523.88072923255	47559.677221677295	45862.629220285875	11981.011025329848	321240.40711287904	45001.328887949625	14595.984531770187	31762.144518188077	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1254.0","main.cluster index_upperinput":"1254.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=892&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	2.9312	2.9312	0	N/A	N/A	2810177.4086049395	25	1254	892	25	133.1013	1	133.1013	2810177.4086049395
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	1656535.7402974523	999866.0384262773	841145.6689934167	856677.7510635194	807007.5492863626	654192.7467859882	2213859.4348900965	731188.6732989064	1721763.574764192	315644.56375067553	774696.5385149624	955493.267466102	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1255.0","main.cluster index_upperinput":"1255.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=107&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	1.3654	1.3654	0	N/A	N/A	26473085.15726908	24	1255	107	24	253.1283	1	253.1283	26473085.15726908
leaves	Haemotostaphis barteri,Spondias dulcis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7298.1820509844365	0.0	0.0	0.0	0.0	414717.20290168835	0.0	180863.73640828833	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1256.0","main.cluster index_upperinput":"1256.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=184&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	2.9262	2.9262	0	N/A	N/A	1266046.1548580183	2	1256	184	2	426.2234	1	426.2234	1266046.1548580183
na,stem bark	Pseudospondias microcarpa,na	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	321369.24184149853	0.0	0.0	0.0	0.0	3994.8095225958837	0.0	183639.56676657058	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1257.0","main.cluster index_upperinput":"1257.0"}	This Node is a Singleton	N/A	N/A	N/A	6.2565	6.2565	0	N/A	N/A	1305451.0149789734	2	1257	-1	2	658.3201	1	658.3201	1305451.0149789734
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	413392.49427360843	0.0	0.0	10939.150069173624	394.2981485725548	279569.4039521294	1897.4878710288503	232369.7606982929	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1258.0","main.cluster index_upperinput":"1258.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=106&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	6.1309	6.1309	0	N/A	N/A	3051416.996855081	6	1258	106	6	585.3054	1	585.3054	3051416.996855081
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	6579.6682212358555	53908.20064987472	100782.76362441276	21044.81722606639	203798.43604441246	0.0	6306256.32488651	15534.253359767363	2822062.809015345	180250.401863134	15050.144506882812	57940.59142665541	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1259.0","main.cluster index_upperinput":"1259.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=36&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	3.6716	3.6716	0	N/A	N/A	21182161.07731762	18	1259	36	18	490.2283	1	490.2283	21182161.07731762
leaves,na,stem bark	Pseudospondias microcarpa,na,Sclerocarya birrea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1988.953717343463	739873.6572611067	0.0	0.0	317088.71025476	17470.801797694076	0.0	1136.5449813391217	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1260.0","main.cluster index_upperinput":"1260.0"}	This Node is a Singleton	N/A	N/A	N/A	9.6166	9.6166	0	N/A	N/A	2314930.7956411643	4	1260	-1	4	367.3209	1	367.3209	2314930.7956411643
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	269495.872876195	143726.6852485484	632155.8362286749	1863103.446702005	120560.37221896906	105713.88116344677	27052.791364103967	15695.082449115142	1106845.5481387095	122851.63838204042	157934.87925507576	105261.27934559814	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1261.0","main.cluster index_upperinput":"1261.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=241&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	2.3725	2.3725	0	N/A	N/A	10220245.221535001	27	1261	241	27	209.1537	1	209.1537	10220245.221535001
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	42078.03341618561	19825.151687851183	5209.108199825125	128107.82545130247	19866.469888238003	1520090.3179730056	32717.760576681343	2640.790500311652	748720.524865878	57972.348158078516	6371.970906403773	5037.458651603076	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1262.0","main.cluster index_upperinput":"1262.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=91&task=1ad34e72edcf45cbb40c79344f28c967&show=true	 	4-(3-hydroxybutyl)-3,5,5-trimethylcyclohex-3-en-1-ol	0.7424109999999999	3.3988	3.3988	0	CC1=C(CCC(O)C)C(C)(C)CC(O)C1	CCMSLIB00003142434	5613412.212257899	17	1262	91	17	213.1848	1	213.1848	5613412.212257899
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	311345.7766179134	68985.19091049487	275679.2506020379	414785.567826485	84108.02448781607	1706218.7424032933	232400.33072811153	64169.835565519	1205090.1476116285	94156.25177395556	66345.0921256108	57208.594498582635	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1263.0","main.cluster index_upperinput":"1263.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=9&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	1.3767	1.3767	0	N/A	N/A	9835457.934086049	23	1263	9	23	394.1708	1	394.1708	9835457.934086049
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	6955.691525923283	1212.1832812377663	41325.67989920616	10369.692944434331	225955.4489629836	2721.303994063569	1909.1462504189399	804631.4295186654	6635.882667067458	7962.491908753572	23161.240994146377	12013.084912946326	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1264.0","main.cluster index_upperinput":"1264.0"}	This Node is a Singleton	N/A	N/A	N/A	2.7040	2.7040	0	N/A	N/A	1137115.3490815545	19	1264	-1	19	359.1105	1	359.1105	1137115.3490815545
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2082.5105015015074	3506.6467389557897	95683.16316354193	395.6972432868826	684.793608606201	376456.1758588277	1822.4814117660972	2963.2808832963347	1347.8068297182679	584.7719117143756	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1265.0","main.cluster index_upperinput":"1265.0"}	This Node is a Singleton	N/A	N/A	N/A	4.4232	4.4232	0	N/A	N/A	417558.0013477006	13	1265	-1	13	413.1569	1	413.1569	417558.0013477006
leaves,na,root bark	Pseudospondias microcarpa,na,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	67880.38050846051	0.0	43847.605294380424	40972.59987751969	17743.132398554026	1094074.2778170311	7413.575142285507	0.0	547502.6599969282	18811.14232770588	145.60364782154699	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1266.0","main.cluster index_upperinput":"1266.0"}	This Node is a Singleton	N/A	N/A	N/A	10.5349	10.5349	0	N/A	N/A	3927593.5571517777	9	1266	-1	9	807.5228	1	807.5228	3927593.5571517777
na,stem bark	Pseudospondias microcarpa,na	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	255971.3026135016	0.0	0.0	0.0	0.0	9985.063394000117	0.0	146269.31577914377	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1267.0","main.cluster index_upperinput":"1267.0"}	This Node is a Singleton	N/A	N/A	N/A	4.9381	4.9381	0	N/A	N/A	1073810.527424007	3	1267	-1	3	634.2850	1	634.2850	1073810.527424007
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	46174.7405304606	11945.405469934303	23640.24036604775	115208.5952916297	329876.2132147615	22890.652782226258	23766.10767651849	77047.04805563904	61626.83238869786	49122.11302828047	167369.0606160784	52909.1114457749	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1268.0","main.cluster index_upperinput":"1268.0"}	This Node is a Singleton	N/A	N/A	N/A	7.2917	7.2917	0	N/A	N/A	2295992.6443509003	27	1268	-1	27	333.2040	1	333.2040	2295992.6443509003
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	46970.45632922121	559379.1315457192	97801.6730975998	24413.499908409674	63630.134639803815	53199.764457988356	1017129.9689439187	26132.10359218956	785928.3979902471	39249.52239682219	7839.109370786002	9814.195184052123	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1269.0","main.cluster index_upperinput":"1269.0"}	This Node is a Singleton	N/A	N/A	N/A	1.4895	1.4895	0	N/A	N/A	5847451.633391897	15	1269	-1	15	326.1809	1	326.1809	5847451.633391897
leaves,na,stem bark	Pseudospondias microcarpa,na,Spondias dulcis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	215.4654483468622	0.0	532066.4833644964	0.0	228028.49287049845	6580.345255638821	0.0	123.12311334106411	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1270.0","main.cluster index_upperinput":"1270.0"}	This Node is a Singleton	N/A	N/A	N/A	9.0719	9.0719	0	N/A	N/A	1629963.0381650706	4	1270	-1	4	508.3275	1	508.3275	1629963.0381650706
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	329661.2733049421	103352.85725029117	542879.1693095377	693887.1847739358	344897.5453937617	446588.80919830344	135824.03977811278	100161.61934358043	856970.998863992	113456.3377435704	137778.7316744262	153251.49275827256	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1271.0","main.cluster index_upperinput":"1271.0"}	This Node is a Singleton	N/A	N/A	N/A	4.7641	4.7641	0	N/A	N/A	8703451.87113827	27	1271	-1	27	311.2215	1	311.2215	8703451.87113827
leaves,na,stem bark	na,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	69224.24693179013	0.0	0.0	0.0	0.0	240.18386411206492	0.0	0.0	28098.41820850578	500511.39507342555	0.0	1672.052132595159	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1272.0","main.cluster index_upperinput":"1272.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=22&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	3.9280	3.9280	0	N/A	N/A	2710950.267754834	5	1272	22	5	1004.6284	2	502.8142	2710950.267754834
leaves,na,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	56638.6100333601	126889.34021470316	9890.949110036105	191347.96539399953	3872.582712395884	669839.5607815819	167457.88722715437	0.0	7906.664360249784	34414.23317937718	274010.77186220366	244037.31651070213	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1273.0","main.cluster index_upperinput":"1273.0"}	This Node is a Singleton	N/A	N/A	N/A	1.5729	1.5729	0	N/A	N/A	3853754.435028975	16	1273	-1	16	457.1318	1	457.1318	3853754.435028975
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	163114.89318777624	255033.42400238657	23754.539914377943	60494.321933492036	1071170.4736516557	92783.4464937862	43279.17258760347	89553.97007456746	64900.50236072709	202288.10164033622	168256.76465388987	639772.3499697149	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1274.0","main.cluster index_upperinput":"1274.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1020&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	1.8944	1.8944	0	N/A	N/A	7211501.797166571	27	1274	1020	27	185.0800	1	185.0800	7211501.797166571
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21862.07422964601	22857.41602387246	15402.766839867028	518504.14891073277	44269.73188291143	3596.3073713828694	139437.53235728727	302968.5983208016	37518.290550422156	11235.698100763793	8444.839625389306	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1275.0","main.cluster index_upperinput":"1275.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=211&task=1ad34e72edcf45cbb40c79344f28c967&show=true	InChI=1S/C26H28O16/c27-9-4-12(30)16-14(5-9)40-23(8-1-2-10(28)11(29)3-8)24(19(16)34)42-26-22(37)20(35)18(33)15(41-26)7-39-25-21(36)17(32)13(31)6-38-25/h1-5,13,15,17-18,20-22,25-33,35-37H,6-7H2/t13-,15-,17+,18-,20+,21-,22-,25+,26+/m1/s1	2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one	0.8571049999999999	2.8733	2.8733	0	N/A	CCMSLIB00004706137	2585572.937438081	11	1275	211	11	597.1449	1	597.1449	2585572.937438081
leaves,na,stem bark	na,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	6518.12743167185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2616.818422749849	129965.99611757617	0.0	176.66476225237238	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1276.0","main.cluster index_upperinput":"1276.0"}	This Node is a Singleton	N/A	N/A	N/A	2.3306	2.3306	0	N/A	N/A	669384.3628828964	4	1276	-1	4	291.2178	1	291.2178	669384.3628828964
